"MCAV-Dis"	"MCAV-Dis-AH"	"MCAV-AH"	"MCAV-N"	"OFAV-Dis"	"OFAV-Dis-AH"	"OFAV-AH"	"OFAV-N"	"CNAT-Dis"	"CNAT-Dis-AH"	"CNAT-AH"	"CNAT-N"	"OFRA-Dis"	"OFRA-Dis-AH"	"OFRA-AH"	"OFRA-N"	"Pathway"
"Cluster_68"	0.0452046965	0.0118052955	0.004822532	0.021466625	0.039525657	0.035941157	0.0409364225	0.0241283145	0	0.016797108	0.020795391	0.0108822955	0.0156786135	0.0076359955	0.0280556465	0.0217882525	"FAO-PWY: fatty acid &beta;-oxidation I (generic), PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III"
"Cluster_69"	0.0335223813333333	0.0214442933333333	0.0186246966666667	0.014741771	0.0540566526666667	0	0.041555561	0.0275811403333333	0.00641584933333333	0.00172619633333333	0.021410359	0.003890677	0.0245976693333333	0.001418011	0.006597812	0.00839973033333333	"PWY0-1309: chitobiose degradation, PWY-6579: superpathway of guanine and guanosine salvage, PWY-6894: thiamine diphosphate biosynthesis I (E. coli)"
"Cluster_70"	0.0370366728	0.0068325788	0.0144887948	0.0094348996	0.0549239212	0.020863423	0.042802993	0.0170871002	0.0114248758	0.0009997978	0.022649388	0.0267936294	0.0044199434	0.0231872062	0.0117489114	0.0230903922	"PWY1-3: polyhydroxybutanoate biosynthesis, PWY-5386: methylglyoxal degradation I, PWY0-1182: trehalose degradation II (cytosolic), PWY-5162: 2-hydroxypenta-2,4-dienoate degradation, PWY-6430: thymine degradation"
"Cluster_71"	0.0344182894	0.0014989302	0.0130085904	0.0090791518	0.0567330408	0.0167205658	0.042729491	0.0229038216	0.0070679036	0.0009462008	0.022576381	0.0098632252	0.0215367448	0.0066399896	0.0072683656	0.0207392512	"PWY-6622: heptadecane biosynthesis, PWY-5493: reductive monocarboxylic acid cycle, PWY-5199: factor 420 polyglutamylation, GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation, PWY-7902: glucosylglycerol biosynthesis"
"Cluster_72"	0.0210624235	0.0174310035	0.013499958	0.0123607175	0.0570277675	0.03431234	0.021902978	0.0131595805	0.0255688715	0.0151898935	0.00189016	0.0276146465	0.0302267595	0.0239896415	0.026294063	0.0138790675	"PWY-7909: formaldehyde oxidation VII (THF pathway), LEU-DEG2-PWY: L-leucine degradation I"
"Cluster_73"	0.043488498	0.0010414675	0.018752092	0.0049269135	0.0360135815	0.035421851	0.0498285105	0.009368475	0.026735725	0.0162846895	0.0296275805	0	0.019442152	0.0236586935	0.0274940115	0.0233099975	"PWY-7587: oleate biosynthesis III (cyanobacteria), PWY0-1466: trehalose degradation VI (periplasmic)"
"Cluster_74"	0.03563198125	0.01896970525	0.00720493275	0.00690844575	0.04432898625	0.02027507675	0.027426463	0.02602806025	0.010806122	0.00176218525	0.006632222	0.02013600875	0.03034977925	0.01668026825	0.01111260825	0.00547207275	"PWY1-2: L-alanine degradation IV, PHESYN: L-phenylalanine biosynthesis I, PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis, PWY-5686: UMP biosynthesis I"
"Cluster_75"	0.02484657	0.018933147	0.020577573	0.01625731	0.036434014	0.041111411	0.030664476	0.015569263	0.032719337	0.02189879	0.010592638	0.004993629	0.006054161	0.04580608	0.033647332	0.007642836	"ASPARAGINESYN-PWY: L-asparagine biosynthesis II"
"Cluster_76"	0.0391882085	0.02849139125	0.027601953	0.0084555755	0.04597567275	0.0322579285	0.02870226975	0.01007540525	0.0234082815	0.01316272875	0.0086436495	0.020264099	0.0169283635	0.0168054595	0.024072194	0.0088730625	"LEUSYN-PWY: L-leucine biosynthesis, PWY-6910: hydroxymethylpyrimidine salvage, GALACTUROCAT-PWY: D-galacturonate degradation I, PWY-6898: thiamine diphosphate salvage III"
"Cluster_77"	0.020604215	0.007472733	0.002773349	0.018459304	0.045789001	0.023642524	0.0390776755	0.003342191	0.014347609	0.004945858	0.0189491645	0.026991083	0.017814451	0.023380191	0.0147545395	0.03419475	"GLUCARDEG-PWY: D-glucarate degradation I, PWY0-1582: glycerol-3-phosphate to fumarate electron transfer"
"Cluster_78"	0.027856528	0.008820316	0.01596748	0.011952038	0.0375718055	0.0128333775	0.0523121865	0.02403376	0.002979815	0	0.0320945255	0.0335545735	0.016539846	0.029795129	0.0030643295	0.010695404	"PWY-5973: cis-vaccenate biosynthesis, PHOSPHONOTASE-PWY: 2-aminoethylphosphonate degradation I"
"Cluster_79"	0.047504952	0.023888653	0.028168506	0.002424685	0.038904805	0.032676164	0.022715294	0.024712712	0.023848133	0.013575417	0.002697003	0.014492731	0.018709243	0.011164715	0.02452452	0.031902981	"P121-PWY: adenine and adenosine salvage I"
"Cluster_80"	0.034193398	0.0338228167777778	0.00307589933333333	0.017290186	0.04537729	0.0176750127777778	0.035360289	0.0239009035555556	0.00807167933333333	0.00114620733333333	0.0152568193333333	0.00907217511111111	0.0124962525555556	0.00587431111111111	0.00830061066666667	0.025327049	"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic), PWY-6466: pyridoxal 5'-phosphate biosynthesis II, BSUBPOLYAMSYN-PWY: spermidine biosynthesis I, PWY-7884: lipoprotein posttranslational modification, PWY-6893: thiamine diphosphate biosynthesis II (Bacillus), PWY-7176: UTP and CTP de novo biosynthesis, GLYSYN-THR-PWY: glycine biosynthesis IV, FUCCAT-PWY: fucose degradation, PWY-8130: 5'-deoxyadenosine degradation I"
"Cluster_81"	0.0312561816666667	0.0148206528333333	0.0118114281666667	0.00412816983333333	0.0565536283333333	0.0144428683333333	0.0298348471666667	0.0151308261666667	0.00196468766666667	0.0008950395	0.00976859816666667	0.0108960148333333	0.0232311593333333	0.0076494045	0.00480501116666667	0.0287144741666667	"PWY0-1296: purine ribonucleosides degradation, PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation), PWY-7227: adenosine deoxyribonucleotides de novo biosynthesis, PWY-8138: polyphosphate metabolism, NADPHOS-DEPHOS-PWY-1: NAD phosphorylation and transhydrogenation, PWY-7972: adenosylcobinamide-GDP salvage from cobinamide II"
"Cluster_82"	0.015654989	0.0252231765	0.0101492065	0.0026463435	0.0527218795	0.0321262685	0.0533158505	0.0304428415	0.007265349	0.0130328155	0.033091429	0.0184632615	0.0001755135	0.015045381	0.0239298025	0.007939826	"SALVPURINE2-PWY: xanthine and xanthosine salvage, PWY-7965: 2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP"
"Cluster_83"	0.025489952	0.0015289085	0.00535068	0.0039965085	0.0352513675	0.03390264	0.049729271	0.007350551	0.012166627	0.014785627	0.029529009	0.025695739	0.029410831	0.022114165	0.0258509675	0.0304994445	"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic), PWY-5917: phycocyanobilin biosynthesis"
"Cluster_84"	0.02158818	0.0185352335	0.0136445675	0.003545513	0.066986918	0.0325582785	0.0363650845	0.0039302975	0.0237241545	0.0134590955	0.016254846	0.001631203	0.0155895585	9.4284e-05	0	0.0341943275	"GLUTAMATE-DEG1-PWY: L-glutamate degradation I, PWY0-1353: succinate to cytochrome bd oxidase electron transfer"
"Cluster_85"	0.0253141564	0.0138142862	0.0049847282	0.0279420466	0.044785559	0.038320064	0.0361469292	0.0198041816	0.0297837258	0.0191444642	0.0160381604	0.0164594566	0.0090482106	0.013086928	0.0306284602	0.0024028846	"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria), PWY-5188: tetrapyrrole biosynthesis I (from glutamate), PWY-5886: 4-hydroxyphenylpyruvate biosynthesis, PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis, SALVADEHYPOX-PWY: adenosine nucleotides degradation II"
"Cluster_86"	0.0192817805	0.0101189535	0.0019751255	0.02574806675	0.0510258975	0.0221044375	0.040761023	0.0303214625	0.0127300295	0.00448683975	0.02062117275	0.00774906575	0.02754114675	0.0053526795	0.013091082	0.02360379025	"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass, PWY0-1534: hydrogen sulfide biosynthesis I, PWY-5755: 4-hydroxybenzoate biosynthesis II (bacteria), PWY-3982: uracil degradation I (reductive)"
"Cluster_87"	0.039105669	0.024710645	0.017294507	0.007685113	0.036028189	0.03967794	0	0	0.031211781	0.020484331	0.017441409	0.027052284	0.005542772	0.023440006	0.032097018	0.033945701	"GLUTSYNIII-PWY: L-glutamate biosynthesis III"
"Cluster_88"	0.0350798938571429	0.00679780371428571	0.002053795	0.0167573938571429	0.0444512994285714	0.0374515218571429	0.0371395544285714	0.00466586242857143	0.028870295	0.0182874412857143	0.0170240994285714	0.0124147352857143	0.0158046375714286	0.009133751	0.0296891227142857	0.0189541867142857	"PWY0-1569: autoinducer AI-2 degradation, LACTOSEUTIL-PWY: lactose degradation II, PWY-6619: adenine and adenosine salvage VI, PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II, PWY-7335: UDP-N-acetyl-&alpha;-D-mannosaminouronate biosynthesis, PWY-1422: vitamin E biosynthesis (tocopherols), PWY-6609: adenine and adenosine salvage III"
"Cluster_89"	0.026921647	0.0097222738	0.0040276846	0.023441829	0.046979747	0.0155994316	0.0380985414	0.0176370716	0.0053123368	0.0004543024	0.0179766264	0.0289168542	0.005630225	0.0252623758	0.0054089406	0.0243825888	"PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II, PWY0-1337: oleate &beta;-oxidation, PWY-5418: phenol degradation I (aerobic), PWY-7622: UDP-&alpha;-D-galactofuranose biosynthesis, PWY-5122: geranyl diphosphate biosynthesis"
"Cluster_90"	0.026728182	0.017514053	0.029700166	0.027166912	0.052475887	0.039112593	0	0.001387088	0.030617215	0.019926482	0.005218232	0.01587505	0.030808428	0	0.031485589	0.024875006	"PWY0-321: phenylacetate degradation I (aerobic)"
"Cluster_91"	0.047374079	0.033535189	0.01382299	0.032151829	0	0.040243465	0.025986045	0.025181593	0.031806534	0.021042356	0.005945722	0.010399232	0.012874139	0.007163865	0.032708639	0.012519257	"GLUTATHIONESYN-PWY: glutathione biosynthesis"
"Cluster_92"	0.046043139	0.0070304585	0.014939356	0.0198606115	0.0478713475	0.0272490525	0	0.023073461	0.018140533	0.008220284	0.0230311785	0.028410108	0.0134488415	0.0247670985	0.01865504	0.02829451	"PWY-6683: assimilatory sulfate reduction III, PWY-7209: superpathway of pyrimidine ribonucleosides degradation"
"Cluster_93"	0.0344765104	0.0324782742	0.0052891254	0.0081335396	0.0501923618	0.017875631	0.0315137078	0.024643652	0.0062580326	0.0013504984	0.011436149	0.0298446342	0.0102915618	0.0261691572	0.0085175812	0.0153616968	"PWY0-1479: tRNA processing, PWY-5104: L-isoleucine biosynthesis IV, PWY-7199: pyrimidine deoxyribonucleosides salvage, FASYN-ELONG-PWY: fatty acid elongation -- saturated, PWY-6984: lipoate salvage II"
"Cluster_94"	0.0348482245714286	0.023208049	0.0139670771428571	0.0281893677142857	0.0510452227142857	0.014187839	0.0466087787142857	0.0123557387142857	0.00440427842857143	0	0.0264295372857143	0.0201293624285714	0.00590319142857143	0.0166737724285714	0.00325507771428571	0.00638124185714286	"PWY-8165: cytidylyl molybdenum cofactor sulfurylation, P283-PWY: hydrogen oxidation I (aerobic), HOMOSER-THRESYN-PWY: L-threonine biosynthesis, PWY-7964: adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP, PWY-5509: adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I, DETOX1-PWY: superoxide radicals degradation, SERSYN-PWY: L-serine biosynthesis I"
"Cluster_95"	0.023139562	0.035012733	0.028337401	0.004392745	0.057812495	0	0.028411703	0.002704389	0.02947732	0.01885698	0.00835504	0.016516151	0.021484663	0.013142339	0.030313364	0.02991683	"GLYSYN-PWY: glycine biosynthesis I"
"Cluster_96"	0.04668109	0.006569229	0.024881755	0.009014573	0.051591679	0.040065375	0.020803289	0.020691442	0	0.020866628	0.000797878	0.027154067	0	0.023539486	0.032516034	0.021055809	"PWY-7560: methylerythritol phosphate pathway II"
"Cluster_97"	0.0235957305	0.01499360425	0.023196354	0.00857753525	0.046950537	0.033590452	0.03101931075	0.0175081315	0.024809674	0.01447757925	0.01094508225	0.00661318925	0.01739133725	0.00420740375	0.02551333275	0.01989206425	"PWY-7856: heme a biosynthesis, PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP), PWY0-1313: acetate conversion to acetyl-CoA, PWY-8167: bis(tungstenpterin) cofactor biosynthesis"
"Cluster_98"	0.042447206	0.007109259	0.029370906	0.014482712	0.05234872	0.032427303	0.023456462	0.008855675	0.02358641	0.013329857	0.003433179	0.021466518	0.026214749	0.017980664	0.024255374	0.004179976	"DAPLYSINESYN-PWY: L-lysine biosynthesis I"
"Cluster_99"	0.0290034565	0.018550176	0.019826671	0.0056492415	0.0569681315	0.0327393325	0.0370632	0.0186281755	0.0239145665	0.0136377485	0.0169482595	0.015678918	0.00707897	0.012324055	0	0.0046343005	"TRNA-CHARGING-PWY: tRNA charging, MANNCAT-PWY: D-mannose degradation"
"Cluster_100"	0.0209592785	0.0205226885	0.0020575635	0.0177543905	0.0435228625	0	0.0482881595	0.0113518015	0.0242213165	0.0139255555	0.0280976055	0.014348552	0.0068562555	0.0110237995	0.024908288	0.0267127115	"PWY-5485: pyruvate fermentation to acetate IV, PWY0-1334: NADH to cytochrome bd oxidase electron transfer I"
"Cluster_101"	0.033696232	0.0207333936	0.020982092	0.0267519552	0.041363352	0.014396419	0.0362850732	0.0137922546	0.0046236386	0	0.016175374	0.0124117074	0.0060569986	0.0091307918	0.0047547754	0.0241871034	"TEICHOICACID-PWY: poly(glycerol phosphate) wall teichoic acid biosynthesis, PWY-6268: adenosylcobalamin salvage from cobalamin, ASPARAGINE-DEG1-PWY: L-asparagine degradation I, PWY-6543: 4-aminobenzoate biosynthesis, PWY-5723: Rubisco shunt"
"Cluster_102"	0.035818778	0.02401382675	0.00338029925	0.002587763	0.050593004	0.02935707	0.03175863075	0.021297899	0.020357499	0.01030034375	0.0116794225	0.01474410475	0.006431797	0.0114104	0.020934884	0.00614896925	"PWY0-1275: lipoate biosynthesis and incorporation II, PWY-7968: 5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP, THRESYN-PWY: superpathway of L-threonine biosynthesis, PWY-6832: 2-aminoethylphosphonate degradation II"
"Cluster_103"	0.040011892	0.020239074	0.0276460625	0.0226078145	0.03257064	0.0262453785	0.0505503475	0.024827086	0.017084986	0.0072299215	0.030344555	0.000749556	0.010222511	0	0.0175695555	0.0132234445	"PPGPPMET-PWY: ppGpp metabolism, PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I"
"Cluster_104"	0.04086207	0.026872648	0.017268024	0.023203591	0.067666501	0.033792517	0	0.001629039	0.025022182	0.014676965	0.009199335	0.02235787	0.013691019	0.018851842	0.025731868	0	"PWY-5853: demethylmenaquinol-6 biosynthesis I"
"Cluster_105"	0.0331387435	0.0208298555	0.014202451	0.0051023635	0.0384204795	0	0.0305774385	0.027797657	0.0279632485	0.017436408	0.010506187	0.019281541	0.007248517	0.01584514	0.02875635	0.026519359	"PWY-7013: (S)-propane-1,2-diol degradation, PWY-6899: base-degraded thiamine salvage"
"Cluster_106"	0.0240184545	0.030293984	0.013632881	0.01415563825	0.0531157765	0.0150214085	0.03209203875	0.00562526925	0.00528092925	0.00044172425	0.01201058475	0.027814157	0.02781509925	0.02418463625	0.00543070875	0.0060163765	"PWY0-1264: biotin-carboxyl carrier protein assembly, PWY-6620: guanine and guanosine salvage, PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I, PWY-7970: benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP"
"Cluster_107"	0.034552654	0.0188928165	0.0110662115	0.0170355385	0	0.037863801	0.038310834	0.010643247	0.0293038815	0.0186942525	0.0181874885	0.008558082	0.0160012455	0.0053643865	0.030135007	0.03111837	"PWY-6537: 4-aminobutanoate degradation II, PWY-6348: phosphate acquisition"
"Cluster_108"	0.0309625778	0.0247626716	0.0132854914	0.0180293868	0.052959122	0.0215232866	0.0376097776	0.0084395644	0.012118843	0.0026683834	0.0174911552	0.0292046946	0.0041875586	0.0255437016	0.0099544866	0.0044369584	"PWY-6644: fluoroacetate and fluorothreonine biosynthesis, GLNSYN-PWY: L-glutamine biosynthesis I, PWY-6163: chorismate biosynthesis from 3-dehydroquinate, PWY-6890: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I, GLUTAMINDEG-PWY: L-glutamine degradation I"
"Cluster_109"	0	0	0.007165604	0.0283034175	0.061592673	0.0387867255	0.0265125995	0.0229158735	0.030274506	0.0196049365	0.006468729	0.0052432445	0.01169674	0.003119045	0.03113316	0.0219776135	"GLUCONSUPER-PWY: D-gluconate degradation, PWY-6475: trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)"
"Cluster_110"	0.0386848043333333	0.014194855	0.026124862	0.00885588066666667	0.0484555223333333	0.023232775	0.0285951693333333	0.005328418	0.0139166823333333	0.004257273	0.00853727066666667	0.0243483443333333	0.008090826	0.0207972653333333	0.0143113913333333	0.026470877	"PWY-5041: S-adenosyl-L-methionine salvage II, AST-PWY: L-arginine degradation II (AST pathway), CALVIN-PWY: Calvin-Benson-Bassham cycle"
"Cluster_111"	0.01765702	0.013350238	0.018494262	0.0117867	0.063710334	0	0.053615079	0.015749342	0	0.015736178	0.033388641	0.011427471	0.031438681	0.008168832	0.026892816	0.014709988	"PWY-5523: 5,6-dimethylbenzimidazole biosynthesis I (aerobic)"
"Cluster_112"	0.029687119	0.033754348	0.017388715	0.034377495	0.051860836	0	0	0	0.0204938	0.010428228	0.031293098	0.022113845	0.023498448	0.01861334	0.021075051	0.020377406	"PWY-8168: bis(guanylyl tungstenpterin) cofactor biosynthesis"
"Cluster_113"	0.034688962	0.00788323233333333	0	0.0197172076666667	0.0565570886666667	0.0175776856666667	0.0385824583333333	0.006797781	0.00796932233333333	0.00125198133333333	0.0184572833333333	0.0299478546666667	0.0291563833333333	0.0262700416666667	0.00819535033333333	0.019344544	"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose), PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway), PWY0-1280: ethylene glycol degradation"
"Cluster_114"	0	0	0.0123645855	0.0008737755	0.055201149	0.034250128	0.043906551	0.015688821	0.025503444	0.0151285065	0.023745512	0.0024460665	0.0123265825	0.0054802965	0.0262267795	0.0059022915	"PWY-6758: hydrogen production II, PWY-7193: pyrimidine ribonucleosides salvage I"
"Cluster_115"	0.03432553	0.011568912	0.009763795	0.001236522	0.061682907	0.037287014	0.023129597	0.024567574	0.028697284	0.018125115	0.003108516	0.028136503	0.01265671	0.024499687	0	0.012751609	"GLUT-REDOX-PWY: glutathione-glutaredoxin redox reactions"
"Cluster_116"	0.0378958444285714	0.00629934085714286	0.0203215235714286	0.0192868215714286	0.0507683668571429	0.0149833644285714	0.0295769287142857	0.00456534085714286	0.00524092228571429	0.000671038714285714	0.00951241685714286	0.027052642	0.0158025557142857	0.0234403567142857	0.00538956571428571	0.0224387061428571	"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli), PWY3DJ-11281: sphingomyelin metabolism, PWY-7308: acrylonitrile degradation I, PWY-1801: formaldehyde oxidation II (glutathione-dependent), PWY0-1325: superpathway of L-asparagine biosynthesis, PWY-5437: L-threonine degradation I, PWY-6618: guanine and guanosine salvage III"
"Cluster_117"	0.0439732935	0.0307957225	0.010723666	0.006767837	0.0412714835	0.0370912045	0	0.0190475135	0.0284913555	0.008908935	0.020054939	0.0092269705	0.007008373	0.0037648895	0.029299435	0.019336018	"GLUTSYN-PWY: L-glutamate biosynthesis I, PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I"
"Cluster_118"	0.0272259946666667	0.0166121986666667	0.025105594	0.0268319946666667	0.044181792	0.0229366833333333	0.0220456623333333	0.02204238	0.0136052876666667	0.00396510766666667	0.00203188233333333	0.00765837266666667	0.029751623	0.00508414266666667	0.0139911646666667	0.0116139703333333	"PWY0-1567: NADH to cytochrome bo oxidase electron transfer II, PWY-1361: benzoyl-CoA degradation I (aerobic), PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"
"Cluster_119"	0.022349955	0.018195871	0.024877547	0.025620874	0.059108935	0.037932133	0	0.026745204	0	0.018761678	0.01149288	0.02196168	0.011516929	0.018464619	0.030208908	0	"PWY-6041: 4-sulfocatechol degradation"
"Cluster_120"	0.022033704	0.0273236135	0.0003444475	0.0092022095	0.0557198445	0.0353113985	0.021820488	0.013478296	0.026619564	0.016175702	0.0018082255	0.0080932645	0.0080078665	0.005487889	0.027374555	0.0196979435	"PWY0-501: lipoate biosynthesis and incorporation I, OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I"
"Cluster_121"	0.017251181	0.010256303	0.023579541	0.026082728	0.043650645	0	0.03671366	0.015470679	0.024170975	0.013878323	0.016601073	0.014791702	0.026295519	0.01145692	0.024856519	0.016741507	"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I"
"Cluster_122"	0	0	0.025172005	0.001014684	0.059003524	0.030330389	0.048816151	0.022477801	0.021381121	0.011260753	0.02862204	0.024875146	0.004961533	0.021312144	0.021987539	0	"CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)"
"Cluster_123"	0.04302831	0.000717198	0.007204345	0.020973594	0.057086252	0	0.020757452	0.030391623	0.017955008	0	0.000752349	0.029352532	0.033621224	0.025688193	0.018464253	0.015053702	"PWY0-1261: anhydromuropeptides recycling I"
"Cluster_124"	0.0334117215	0.021898433	0.0241396415	0.013801003	0.039337304	0.0126746615	0.0318989695	0.017238014	0.002812896	0	0.011818816	0.0315798695	0.005773625	0.0278651185	0.0028926755	0.0134496215	"PWY-5971: palmitate biosynthesis (type II fatty acid synthase), PROUT-PWY: L-proline degradation"
"Cluster_125"	0.0269079098	0.0259762646	0.018399018	0.01936022	0.0494389138	0.0140144648	0.0490168004	0.0173378818	0.0042219356	0	0.0288213378	0.0068614164	0.0274136362	0.003751731	0.0043416824	0.0110124424	"PWY-6938: NADH repair, PWY0-1295: pyrimidine ribonucleosides degradation, PWY-7798: protein S-nitrosylation and denitrosylation, PWY-8164: bis(guanylyl molybdopterin) cofactor sulfurylation, XYLCAT-PWY: D-xylose degradation I"
"Cluster_126"	0.028899156	0.034496469	0.010646997	0.029261625	0.05614965	0.013361489	0.022196921	0.022577745	0.003535221	0	0.002182122	0.032902641	0.023121482	0.029157952	0.003635488	0.007339747	"PWY-5839: menaquinol-7 biosynthesis"
"Cluster_127"	0.047554185	0.016999757	0.019095572	0.021232359	0.046510926	0	0.040563794	0.002691698	0.008285639	0	0.020425273	0.029248283	0.021884886	0.025586304	0.008520638	0.010728127	"MENAQUINONESYN-PWY: menaquinol-8 biosynthesis"
"Cluster_128"	0.021924033	0.006137561	0.014213437	0.034161765	0.067956501	0.029748121	0.043527843	0.005360203	0.02076876	0.010686208	0.023369355	0.007863219	0.022154171	0.00468525	0	0.00434629	"PWY-8074: Kdo transfer to lipid IVA IV (P. putida)"
"Cluster_129"	0.0223677905	0.0281932715	0.022519845	0.026002279	0.040751742	0.0176839545	0.037478222	0.028306733	0.0080810835	0.000245898	0.0173604855	0.009736578	0.00396384	0.006516209	0.0083102815	0.01405092	"PWY-5695: inosine 5'-phosphate degradation, PWY0-1312: acetate and ATP formation from acetyl-CoA I"
"Cluster_130"	0.0295669813333333	0.0301351856666667	0.00737372033333333	0.0273842433333333	0.0632763053333333	0.0136804756666667	0.0270868113333333	0.0205496946666667	0.003870693	0	0.00703907333333333	0.0132056913333333	0.019351239	0.00990680533333333	0.00349370333333333	0.014476572	"GLYCOLYSIS: glycolysis I (from glucose 6-phosphate), PWY-7892: tRNA-uridine 2-thiolation and selenation (bacteria), PWY-6614: tetrahydrofolate biosynthesis"
"Cluster_131"	0.04209433	0.013117154	0.019754216	0.004486194	0.04547733	0.020398958	0.020529819	0.020647864	0.010936406	0.00146104	0.00052625	0.031586431	0.014043378	0.027871531	0.011246587	0.029531015	"PANTO-PWY: phosphopantothenate biosynthesis I"
"Cluster_132"	0.02817333525	0.00774730475	0.0111796705	0.0082038115	0.04246765375	0.0146585805	0.04897690075	0.0069631295	0.00390421725	0.000364636	0.02878170725	0.0212154115	0.01488290275	0.0177352405	0.005038306	0.0248970225	"PWY-4202: arsenate detoxification I (mammalian), PWY-6536: 4-aminobutanoate degradation III, PWY-2661: trehalose biosynthesis V, PWY-5100: pyruvate fermentation to acetate and lactate II"
"Cluster_133"	0.03517508425	0.02247040875	0.007838837	0.02299588025	0.04328033575	0.021907927	0.0296092465	0.00667703825	0.0125233625	0.00294999575	0.00496972725	0.01537706525	0.02206963425	0.0120290345	0.0100517665	0.0136733	"PWY-6938-1: NADH repair (prokaryotes), PWY-40: putrescine biosynthesis I, PWY-7205: CMP phosphorylation, HISDEG-PWY: L-histidine degradation I"
"Cluster_134"	0	0	0.01589974	0.023079986	0.054826979	0	0.036345166	0.031638318	0.026853793	0.016395466	0.016235062	0.007634867	0.017163425	0.004462066	0.027615427	0.028870028	"PWY-5350: thiosulfate disproportionation IV (rhodanese)"
"Cluster_135"	0.016901198	0.001975876	0.029098641	0.021356984	0.047968169	0.031629565	0.04816497	0.030350117	0.022747443	0.012542699	0	0.018628263	0.000792614	0	0.023392613	0	"ALANINE-VALINESYN-PWY: L-alanine biosynthesis I"
"Cluster_136"	0.022041548	0.029850321	0.003664391	0.033010994	0.046216263	0.016295071	0	0.028721231	0.006620419	0	0.018638418	0.025629436	0.033343848	0.022049362	0.006808189	0.010224416	"GLYCEROLMETAB-PWY: glycerol degradation V"
"Cluster_137"	0.043231965	0.036921834	0.021461062	0.005401489	0.049085612	0.021672541	0	0	0	0	0.029294825	0.023145346	0.026542524	0.019621495	0.012623981	0.012999584	"COA-PWY: coenzyme A biosynthesis I (prokaryotic)"
"Cluster_138"	0	0	0.005236368	0.0047234435	0.047878714	0.0375841855	0.0279119465	0.017733047	0.0290098145	0.018418345	0.00785865	0.0223610275	0.0094659995	0.0188549275	0.0298325995	0.01476717	"N2FIX-PWY: nitrogen fixation I (ferredoxin), PWY-5296: thiosulfate oxidation III (multienzyme complex)"
"Cluster_139"	0.026243093	0.02119846	0.028080674	0.028910707	0.059269251	0.015920797	0.020064943	0.013496988	0.006226801	0	6.45e-05	0.020708872	0.033574283	0.017240166	0.006403407	0	"PWY-7639: bis(guanylyl molybdenum cofactor) biosynthesis"
"Cluster_140"	0	0	0.013348137	0.0311930205	0.037334998	0.017775416	0.04453653	0.0196408455	0.0081772715	0.0026372805	0.0243712475	0.015193936	0.0286512235	0.01185005	0.008409198	0.0223801635	"P641-PWY: phenylmercury acetate degradation, PWY-5063: phytyl diphosphate biosynthesis"
"Cluster_141"	0.023478996	0.00666691	0.002994868	0.005596024	0.062850435	0	0.024289858	0.013206442	0.019995836	0.009961015	0.00426096	0.031887142	0.027043888	0.028165437	0.020562964	0.015186147	"PWY-5783: octaprenyl diphosphate biosynthesis"
"Cluster_142"	0.0350399045	0.003676219	0.0218581265	0.002730995	0.0494092615	0.0195334415	0.0229875505	0.017666884	0.010026157	0.0006169215	0.002967426	0.0180835	0.0135888575	0.0146742145	0.0103105215	0.0099483115	"PWY-66: GDP-L-fucose biosynthesis I (from GDP-D-mannose), PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)"
